dataset,apk,file_path,sha256,status,runtime_seconds,hardcoded_secrets_detected,network_issues_detected,cryptographic_issues_detected,report_path,error
Ghera,ExposedCredentials-InformationExposure-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\ExposedCredentials-InformationExposure-Lean\Benign\ExposedCredentials-InformationExposure-Lean-benign.apk,2a64c764fecab95f57d1567f2d86760c41eaa58672be3af4e8db5b5549e73865,completed,14.248,0,2,38,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\2a64c764fecab95f57d1567f2d86760c41eaa58672be3af4e8db5b5549e73865\reports\report_ExposedCredentials-InformationExposure-Lean-benign.json,
Ghera,ExposedCredentials-InformationExposure-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\ExposedCredentials-InformationExposure-Lean\Malicious\ExposedCredentials-InformationExposure-Lean-malicious.apk,e6d541f74dea20b83640c2a711f19ab9cc1cc264fb63f226c300ffe8d0a9d08e,completed,10.002,0,2,38,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\e6d541f74dea20b83640c2a711f19ab9cc1cc264fb63f226c300ffe8d0a9d08e\reports\report_ExposedCredentials-InformationExposure-Lean-malicious.json,
Ghera,ExposedCredentials-InformationExposure-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\ExposedCredentials-InformationExposure-Lean\Secure\ExposedCredentials-InformationExposure-Lean-secure.apk,6a69df47c0e8d3dafe7d6d33d9f9ee19e0871341741b18c97303f68757987561,completed,6.935,0,2,38,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\6a69df47c0e8d3dafe7d6d33d9f9ee19e0871341741b18c97303f68757987561\reports\report_ExposedCredentials-InformationExposure-Lean-secure.json,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\PBE-ConstantSalt-InformationExposure-Lean\Benign\PBE-ConstantSalt-InformationExposure-Lean-benign.apk,2fb6f85585ffc05e9bbc290b883a99239ea70b510a3c8077843c7b6d57776279,completed,7.084,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\2fb6f85585ffc05e9bbc290b883a99239ea70b510a3c8077843c7b6d57776279\reports\report_PBE-ConstantSalt-InformationExposure-Lean-benign.json,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\PBE-ConstantSalt-InformationExposure-Lean\Malicious\PBE-ConstantSalt-InformationExposure-Lean-malicious.apk,c29c7958ebaea2b9fe4d5859fa0c9869627dec9b85a28f86a37bce07874e80e6,completed,7.257,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c29c7958ebaea2b9fe4d5859fa0c9869627dec9b85a28f86a37bce07874e80e6\reports\report_PBE-ConstantSalt-InformationExposure-Lean-malicious.json,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\Crypto\PBE-ConstantSalt-InformationExposure-Lean\Secure\PBE-ConstantSalt-InformationExposure-Lean-secure.apk,b784bf86ce5e2a7f9ce42ef6bd3a1aadfdf5b8917479e2f4a472ce45a7d29cb3,completed,7.266,0,2,40,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b784bf86ce5e2a7f9ce42ef6bd3a1aadfdf5b8917479e2f4a472ce45a7d29cb3\reports\report_PBE-ConstantSalt-InformationExposure-Lean-secure.json,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean\Benign\DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-benign.apk,b671875954ccde5d57f2376d3c7360d4f565007403399993172148abce2bb03a,completed,7.353,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b671875954ccde5d57f2376d3c7360d4f565007403399993172148abce2bb03a\reports\report_DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-benign.json,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean\Malicious\DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-malicious.apk,8c629b9011382c9a02c625b22e63e7a3c8e8abddd7743cafedc609ac8b51b0cc,completed,7.351,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\8c629b9011382c9a02c625b22e63e7a3c8e8abddd7743cafedc609ac8b51b0cc\reports\report_DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-malicious.json,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean\Secure\DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-secure.apk,43e8ee2b02d9ef1d788060e8ca98a60728b4b4449dc4108b8ed70f25ddb3da46,completed,7.891,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\43e8ee2b02d9ef1d788060e8ca98a60728b4b4449dc4108b8ed70f25ddb3da46\reports\report_DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-secure.json,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\EmptyPendingIntent-PrivEscalation-Lean\Benign\EmptyPendingIntent-PrivEscalation-Lean-benign.apk,24f4d77b852e2c3c932ffe94ec1c04f1065a091bd7a1f0d1b48479721f1b64a3,completed,7.836,0,2,40,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\24f4d77b852e2c3c932ffe94ec1c04f1065a091bd7a1f0d1b48479721f1b64a3\reports\report_EmptyPendingIntent-PrivEscalation-Lean-benign.json,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\EmptyPendingIntent-PrivEscalation-Lean\Malicious\EmptyPendingIntent-PrivEscalation-Lean-malicious.apk,30ccad163934b0cd3febacda750bb29389058c92a56e51e7920d0910ea9e20c5,completed,7.924,0,2,41,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\30ccad163934b0cd3febacda750bb29389058c92a56e51e7920d0910ea9e20c5\reports\report_EmptyPendingIntent-PrivEscalation-Lean-malicious.json,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\EmptyPendingIntent-PrivEscalation-Lean\Secure\EmptyPendingIntent-PrivEscalation-Lean-secure.apk,44f639de689ce09ebce79b4cd800f46cbb39ce37137d7976872d88b502f2d56a,completed,7.831,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\44f639de689ce09ebce79b4cd800f46cbb39ce37137d7976872d88b502f2d56a\reports\report_EmptyPendingIntent-PrivEscalation-Lean-secure.json,
Ghera,FragmentInjection-PrivEscalation-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\FragmentInjection-PrivEscalation-Lean\Benign\FragmentInjection-PrivEscalation-Lean-benign.apk,feeb8a32002b97e4e336a414706516f7c06cd12e606447cad492abd3f6f3deb4,completed,7.682,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\feeb8a32002b97e4e336a414706516f7c06cd12e606447cad492abd3f6f3deb4\reports\report_FragmentInjection-PrivEscalation-Lean-benign.json,
Ghera,FragmentInjection-PrivEscalation-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\FragmentInjection-PrivEscalation-Lean\Malicious\FragmentInjection-PrivEscalation-Lean-malicious.apk,053a8a7941e9f7598799b68c19ff6ef819fca05c94bf819540bcf71e659f1401,completed,7.678,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\053a8a7941e9f7598799b68c19ff6ef819fca05c94bf819540bcf71e659f1401\reports\report_FragmentInjection-PrivEscalation-Lean-malicious.json,
Ghera,FragmentInjection-PrivEscalation-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\FragmentInjection-PrivEscalation-Lean\Secure\FragmentInjection-PrivEscalation-Lean-secure.apk,6dc9a12ce5e3285d9036ddc798151241945f94f8da91c1b4a6f981fdc920b5db,completed,7.567,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\6dc9a12ce5e3285d9036ddc798151241945f94f8da91c1b4a6f981fdc920b5db\reports\report_FragmentInjection-PrivEscalation-Lean-secure.json,
Ghera,HighPriority-ActivityHijack-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\HighPriority-ActivityHijack-Lean\Benign\HighPriority-ActivityHijack-Lean-benign.apk,8888ef738ec8207ca3f82ab80f4e2ade3736df1fa6aa349c2480c139a38bb6f5,completed,8.122,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\8888ef738ec8207ca3f82ab80f4e2ade3736df1fa6aa349c2480c139a38bb6f5\reports\report_HighPriority-ActivityHijack-Lean-benign.json,
Ghera,HighPriority-ActivityHijack-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\HighPriority-ActivityHijack-Lean\Malicious\HighPriority-ActivityHijack-Lean-malicious.apk,224bcded06b2c372bb180ece4f18aa4c4615c8f578a064d7c363cd2715a64bf0,completed,7.660,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\224bcded06b2c372bb180ece4f18aa4c4615c8f578a064d7c363cd2715a64bf0\reports\report_HighPriority-ActivityHijack-Lean-malicious.json,
Ghera,HighPriority-ActivityHijack-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\HighPriority-ActivityHijack-Lean\Secure\HighPriority-ActivityHijack-Lean-secure.apk,631cbb123fcdf3aab065eb15ba2370e195aef945ae54181761b9b3a0b5706fc8,completed,8.094,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\631cbb123fcdf3aab065eb15ba2370e195aef945ae54181761b9b3a0b5706fc8\reports\report_HighPriority-ActivityHijack-Lean-secure.json,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\ImplicitPendingIntent-IntentHijack-Lean\Benign\ImplicitPendingIntent-IntentHijack-Lean-benign.apk,0362f276fdf4e6aa2cb79a3e15c14ef872ec152695e5a9a04681192bb57eb155,completed,8.068,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\0362f276fdf4e6aa2cb79a3e15c14ef872ec152695e5a9a04681192bb57eb155\reports\report_ImplicitPendingIntent-IntentHijack-Lean-benign.json,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\ImplicitPendingIntent-IntentHijack-Lean\Malicious\ImplicitPendingIntent-IntentHijack-Lean-malicious.apk,75f713bff4859e3aaa73a1b0a06596959e591d84e45b80e4ce6722ed4576da32,completed,8.126,0,2,43,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\75f713bff4859e3aaa73a1b0a06596959e591d84e45b80e4ce6722ed4576da32\reports\report_ImplicitPendingIntent-IntentHijack-Lean-malicious.json,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\ImplicitPendingIntent-IntentHijack-Lean\Secure\ImplicitPendingIntent-IntentHijack-Lean-secure.apk,2cb5c0786ce50c373b2cccbceafcc357e3223bba69fbe8af2e4b258a36770556,completed,8.196,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\2cb5c0786ce50c373b2cccbceafcc357e3223bba69fbe8af2e4b258a36770556\reports\report_ImplicitPendingIntent-IntentHijack-Lean-secure.json,
Ghera,InadequatePathPermission-InformationExposure-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\InadequatePathPermission-InformationExposure-Lean\Benign\InadequatePathPermission-InformationExposure-Lean-benign.apk,b32386bfb429075bc192e3cbdf9e950c5cd1c4a2b5cd665c51ced0843718d9a3,completed,7.781,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b32386bfb429075bc192e3cbdf9e950c5cd1c4a2b5cd665c51ced0843718d9a3\reports\report_InadequatePathPermission-InformationExposure-Lean-benign.json,
Ghera,InadequatePathPermission-InformationExposure-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\InadequatePathPermission-InformationExposure-Lean\Malicious\InadequatePathPermission-InformationExposure-Lean-malicious.apk,37f8de64b5d8bd8b553549a56c32ed19d7bdd13c6fae9fe2ffe4b11a58a38611,completed,7.722,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\37f8de64b5d8bd8b553549a56c32ed19d7bdd13c6fae9fe2ffe4b11a58a38611\reports\report_InadequatePathPermission-InformationExposure-Lean-malicious.json,
Ghera,InadequatePathPermission-InformationExposure-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\InadequatePathPermission-InformationExposure-Lean\Secure\InadequatePathPermission-InformationExposure-Lean-secure.apk,900d9bb288d827316350a7121abcffe939c96b44018c59cfc51511672a4611f5,completed,7.781,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\900d9bb288d827316350a7121abcffe939c96b44018c59cfc51511672a4611f5\reports\report_InadequatePathPermission-InformationExposure-Lean-secure.json,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean\Benign\IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-benign.apk,071e45c199996e060bcc25da314d24c6545a81b0f62cf615730c835e974b928b,completed,7.765,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\071e45c199996e060bcc25da314d24c6545a81b0f62cf615730c835e974b928b\reports\report_IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-benign.json,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean\Malicious\IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-malicious.apk,a0543f1379ddc83cf8e075c428cae09e3183dd8eb73ea1646a3275ad359d4619,completed,7.700,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\a0543f1379ddc83cf8e075c428cae09e3183dd8eb73ea1646a3275ad359d4619\reports\report_IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-malicious.json,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean\Secure\IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-secure.apk,1f496667c1686e99b0d292105f0e4742465fdd198cf42130c482f565a5ad653e,completed,7.743,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\1f496667c1686e99b0d292105f0e4742465fdd198cf42130c482f565a5ad653e\reports\report_IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-secure.json,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean\Benign\NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-benign.apk,aff8f169fbefe425f5f2759c2541504c301761e320992bf9dbeb21b79f012f34,completed,7.745,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\aff8f169fbefe425f5f2759c2541504c301761e320992bf9dbeb21b79f012f34\reports\report_NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-benign.json,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean\Malicious\NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-malicious.apk,ca0b1a0e78bd91dcc1a45c4171c3e24ba0bf2f260889685f3a6a09b0336ae313,completed,7.786,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\ca0b1a0e78bd91dcc1a45c4171c3e24ba0bf2f260889685f3a6a09b0336ae313\reports\report_NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-malicious.json,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean\Secure\NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-secure.apk,6c937db5d4940775d809374f1ddc08b308d773a73a1d37f13032e8f07c586244,completed,7.823,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\6c937db5d4940775d809374f1ddc08b308d773a73a1d37f13032e8f07c586244\reports\report_NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-secure.json,
Ghera,OrderedBroadcast-DataInjection-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\OrderedBroadcast-DataInjection-Lean\Benign\OrderedBroadcast-DataInjection-Lean-benign.apk,5db5941c84842059aa01d8ac90c18ab77f68e9879eace8a0d104a632cf039f59,completed,7.826,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\5db5941c84842059aa01d8ac90c18ab77f68e9879eace8a0d104a632cf039f59\reports\report_OrderedBroadcast-DataInjection-Lean-benign.json,
Ghera,OrderedBroadcast-DataInjection-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\OrderedBroadcast-DataInjection-Lean\Malicious\OrderedBroadcast-DataInjection-Lean-malicious.apk,9b91a6fc36211ed68e78046028685ab741aaf2ac9bb0112c2d2869c07858f8b8,completed,7.856,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\9b91a6fc36211ed68e78046028685ab741aaf2ac9bb0112c2d2869c07858f8b8\reports\report_OrderedBroadcast-DataInjection-Lean-malicious.json,
Ghera,OrderedBroadcast-DataInjection-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\OrderedBroadcast-DataInjection-Lean\Secure\OrderedBroadcast-DataInjection-Lean-secure.apk,3c98130480b9efd9d39c490c7af6ad6d82ca7bcd5edbfc62b7ec1c7bd985e211,completed,7.779,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\3c98130480b9efd9d39c490c7af6ad6d82ca7bcd5edbfc62b7ec1c7bd985e211\reports\report_OrderedBroadcast-DataInjection-Lean-secure.json,
Ghera,StickyBroadcast-DataInjection-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\StickyBroadcast-DataInjection-Lean\Benign\StickyBroadcast-DataInjection-Lean-benign.apk,b9f264b4bd8d5522a357ed81449dc52e239778e712d53f4b3c0fa58159f6fdcd,completed,8.241,0,2,40,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\b9f264b4bd8d5522a357ed81449dc52e239778e712d53f4b3c0fa58159f6fdcd\reports\report_StickyBroadcast-DataInjection-Lean-benign.json,
Ghera,StickyBroadcast-DataInjection-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\StickyBroadcast-DataInjection-Lean\Malicious\StickyBroadcast-DataInjection-Lean-malicious.apk,c09d5829d71051f2ac352d048992691032e46864125ea3ed2e65a22abef4d6a4,completed,8.996,0,2,40,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c09d5829d71051f2ac352d048992691032e46864125ea3ed2e65a22abef4d6a4\reports\report_StickyBroadcast-DataInjection-Lean-malicious.json,
Ghera,StickyBroadcast-DataInjection-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\StickyBroadcast-DataInjection-Lean\Secure\StickyBroadcast-DataInjection-Lean-secure.apk,d1f72a68a2f35c1a9415e1a6b1dc08c75243f2da1772474144f9c87058345c79,completed,8.363,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\d1f72a68a2f35c1a9415e1a6b1dc08c75243f2da1772474144f9c87058345c79\reports\report_StickyBroadcast-DataInjection-Lean-secure.json,
Ghera,TaskAffinity-ActivityHijack-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-ActivityHijack-Lean\Benign\TaskAffinity-ActivityHijack-Lean-benign.apk,943ffdb8f8930e3d696e00008694c758a7030f05f29bcebfc0505e3084b07598,completed,8.343,0,2,40,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\943ffdb8f8930e3d696e00008694c758a7030f05f29bcebfc0505e3084b07598\reports\report_TaskAffinity-ActivityHijack-Lean-benign.json,
Ghera,TaskAffinity-ActivityHijack-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-ActivityHijack-Lean\Malicious\TaskAffinity-ActivityHijack-Lean-malicious.apk,8485d72cb0a9f45e786bd56f0cb5cc29236c704371e0f7408baf950c30d08fe9,completed,7.841,0,2,37,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\8485d72cb0a9f45e786bd56f0cb5cc29236c704371e0f7408baf950c30d08fe9\reports\report_TaskAffinity-ActivityHijack-Lean-malicious.json,
Ghera,TaskAffinity-ActivityHijack-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-ActivityHijack-Lean\Secure\TaskAffinity-ActivityHijack-Lean-secure.apk,c3cbe6442fd0deefcac214b40d5ab931748acc293ae4462708fcf70b9a87d7b9,completed,8.255,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\c3cbe6442fd0deefcac214b40d5ab931748acc293ae4462708fcf70b9a87d7b9\reports\report_TaskAffinity-ActivityHijack-Lean-secure.json,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-LauncherActivity-PhishingAttack-Lean\Benign\TaskAffinity-LauncherActivity-PhishingAttack-Lean-benign.apk,319d61233b2a458605df2c9bc0df955fb489019d26e794a5d665b767011bc7d2,completed,8.653,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\319d61233b2a458605df2c9bc0df955fb489019d26e794a5d665b767011bc7d2\reports\report_TaskAffinity-LauncherActivity-PhishingAttack-Lean-benign.json,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-LauncherActivity-PhishingAttack-Lean\Malicious\TaskAffinity-LauncherActivity-PhishingAttack-Lean-malicious.apk,36ac2608cbd505576767ade5de85cf178ded9875f6b45545d90e5ab42b7e9e8a,completed,7.841,0,2,36,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\36ac2608cbd505576767ade5de85cf178ded9875f6b45545d90e5ab42b7e9e8a\reports\report_TaskAffinity-LauncherActivity-PhishingAttack-Lean-malicious.json,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-LauncherActivity-PhishingAttack-Lean\Secure\TaskAffinity-LauncherActivity-PhishingAttack-Lean-secure.apk,656a2945d60e1cb4d5b212da74dfd1c8467442f36cf9bbb591ce8616ae09acf3,completed,8.262,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\656a2945d60e1cb4d5b212da74dfd1c8467442f36cf9bbb591ce8616ae09acf3\reports\report_TaskAffinity-LauncherActivity-PhishingAttack-Lean-secure.json,
Ghera,TaskAffinity-PhishingAttack-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-PhishingAttack-Lean\Benign\TaskAffinity-PhishingAttack-Lean-benign.apk,1c9c962e1cdbb329429f49a91306b364bc6ba04676f34cbf75d91d2350c482a9,completed,8.406,0,2,40,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\1c9c962e1cdbb329429f49a91306b364bc6ba04676f34cbf75d91d2350c482a9\reports\report_TaskAffinity-PhishingAttack-Lean-benign.json,
Ghera,TaskAffinity-PhishingAttack-Lean-malicious.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-PhishingAttack-Lean\Malicious\TaskAffinity-PhishingAttack-Lean-malicious.apk,9b9484ec6a9d15b87d411f78cec438b805ad25b159e7d821809bae6a5dd51163,completed,8.160,0,2,37,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\9b9484ec6a9d15b87d411f78cec438b805ad25b159e7d821809bae6a5dd51163\reports\report_TaskAffinity-PhishingAttack-Lean-malicious.json,
Ghera,TaskAffinity-PhishingAttack-Lean-secure.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinity-PhishingAttack-Lean\Secure\TaskAffinity-PhishingAttack-Lean-secure.apk,a6693bb3bec37d1359aae4b3fe9b9f989946577f8ebc01efc3be945b9da90196,completed,8.319,0,2,39,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\a6693bb3bec37d1359aae4b3fe9b9f989946577f8ebc01efc3be945b9da90196\reports\report_TaskAffinity-PhishingAttack-Lean-secure.json,
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-benign.apk,C:\Users\HP\Desktop\phd\ghera apks\ICC\TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean\Benign\TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-benign.apk,a7062a2c1c31941ae7a184ba8be6d6d13a971428a8812b162228a98986bc6f15,completed,7.896,0,2,35,C:\Users\HP\Desktop\phd\mobilesec\backend\ml-model\experiments\apkdeeplens_tool_reports\a7062a2c1c31941ae7a184ba8be6d6d13a971428a8812b162228a98986bc6f15\reports\report_TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-benign.json,
